,HomePriceIndex,ConsumerPriceIndex,GDP,MedianHouseholdIncome,S&P500,DowJones,HomePriceIndex_Lag1,S&P500_Lag1,DowJones_Lag1,HomePriceIndex_Lag2,S&P500_Lag2,DowJones_Lag2,HomePriceIndex_Lag3,S&P500_Lag3,DowJones_Lag3,HomePriceIndex_RollMean3,CPI_MedianIncome,GDP_HousingStarts,SP500_MortgageRate,DowJones_MortgageRate
2001-07-10,113.491,177.4,10598.02,42230.0,1181.52001953125,10175.6396484375,113.491,1198.780029296875,10299.400390625,113.491,1190.5899658203125,10252.6796875,113.491,1219.239990234375,10479.8603515625,113.491,7491602.0,17698693.400000002,8495.128940429688,73162.84907226563
2001-07-11,113.491,177.4,10598.02,42230.0,1180.1800537109375,10241.01953125,113.491,1181.52001953125,10175.6396484375,113.491,1198.780029296875,10299.400390625,113.491,1190.5899658203125,10252.6796875,113.491,7491602.0,17698693.400000002,8485.494586181641,73632.9304296875
2001-07-12,113.491,177.4,10598.02,42230.0,1208.1400146484375,10478.990234375,113.491,1180.1800537109375,10241.01953125,113.491,1181.52001953125,10175.6396484375,113.491,1198.780029296875,10299.400390625,113.491,7491602.0,17698693.400000002,8686.526705322267,75343.93978515625
2001-07-13,113.491,177.4,10598.02,42230.0,1215.6800537109375,10539.0595703125,113.491,1208.1400146484375,10478.990234375,113.491,1180.1800537109375,10241.01953125,113.491,1181.52001953125,10175.6396484375,113.491,7491602.0,17698693.400000002,8765.053187255859,75986.61950195313
2001-07-16,113.491,177.4,10598.02,42230.0,1202.449951171875,10472.1201171875,113.491,1215.6800537109375,10539.0595703125,113.491,1208.1400146484375,10478.990234375,113.491,1180.1800537109375,10241.01953125,113.491,7491602.0,17698693.400000002,8669.66414794922,75503.98604492187
2001-07-17,113.491,177.4,10598.02,42230.0,1214.43994140625,10606.3896484375,113.491,1202.449951171875,10472.1201171875,113.491,1215.6800537109375,10539.0595703125,113.491,1208.1400146484375,10478.990234375,113.491,7491602.0,17698693.400000002,8756.111977539062,76472.06936523438
2001-07-18,113.491,177.4,10598.02,42230.0,1207.7099609375,10569.830078125,113.491,1214.43994140625,10606.3896484375,113.491,1202.449951171875,10472.1201171875,113.491,1215.6800537109375,10539.0595703125,113.491,7491602.0,17698693.400000002,8707.588818359374,76208.47486328126
2001-07-19,113.491,177.4,10598.02,42230.0,1215.02001953125,10610.0,113.491,1207.7099609375,10569.830078125,113.491,1214.43994140625,10606.3896484375,113.491,1202.449951171875,10472.1201171875,113.491,7491602.0,17698693.400000002,8760.294340820312,76498.1
2001-07-20,113.491,177.4,10598.02,42230.0,1210.8499755859375,10576.650390625,113.491,1215.02001953125,10610.0,113.491,1207.7099609375,10569.830078125,113.491,1214.43994140625,10606.3896484375,113.491,7491602.0,17698693.400000002,8572.817827148438,74882.684765625
2001-07-23,113.491,177.4,10598.02,42230.0,1191.030029296875,10424.419921875,113.491,1210.8499755859375,10576.650390625,113.491,1215.02001953125,10610.0,113.491,1207.7099609375,10569.830078125,113.491,7491602.0,17698693.400000002,8432.492607421875,73804.893046875
2001-07-24,113.491,177.4,10598.02,42230.0,1171.6500244140625,10241.1201171875,113.491,1191.030029296875,10424.419921875,113.491,1210.8499755859375,10576.650390625,113.491,1215.02001953125,10610.0,113.491,7491602.0,17698693.400000002,8295.282172851563,72507.1304296875
2001-07-25,113.491,177.4,10598.02,42230.0,1190.489990234375,10405.669921875,113.491,1171.6500244140625,10241.1201171875,113.491,1191.030029296875,10424.419921875,113.491,1210.8499755859375,10576.650390625,113.491,7491602.0,17698693.400000002,8428.669130859374,73672.143046875
2001-07-26,113.491,177.4,10598.02,42230.0,1202.9300537109375,10455.6298828125,113.491,1190.489990234375,10405.669921875,113.491,1171.6500244140625,10241.1201171875,113.491,1191.030029296875,10424.419921875,113.491,7491602.0,17698693.400000002,8516.744780273437,74025.8595703125
2001-07-27,113.491,177.4,10598.02,42230.0,1205.8199462890625,10416.669921875,113.491,1202.9300537109375,10455.6298828125,113.491,1190.489990234375,10405.669921875,113.491,1171.6500244140625,10241.1201171875,113.491,7491602.0,17698693.400000002,8476.91422241211,73229.18955078126
2001-07-30,113.491,177.4,10598.02,42230.0,1204.52001953125,10401.7197265625,113.491,1205.8199462890625,10416.669921875,113.491,1202.9300537109375,10455.6298828125,113.491,1190.489990234375,10405.669921875,113.491,7491602.0,17698693.400000002,8467.775737304688,73124.08967773437
2001-07-31,113.491,177.4,10598.02,42230.0,1211.22998046875,10522.8095703125,113.491,1204.52001953125,10401.7197265625,113.491,1205.8199462890625,10416.669921875,113.491,1202.9300537109375,10455.6298828125,113.491,7491602.0,17698693.400000002,8514.946762695312,73975.35127929688
2001-08-01,114.167,177.4,10598.02,42230.0,1215.9300537109375,10510.009765625,113.491,1211.22998046875,10522.8095703125,113.491,1204.52001953125,10401.7197265625,113.491,1205.8199462890625,10416.669921875,113.71633333333334,7491602.0,16607097.34,8547.98827758789,73885.36865234375
2001-08-02,114.167,177.4,10598.02,42230.0,1220.75,10551.1796875,114.167,1215.9300537109375,10510.009765625,113.491,1211.22998046875,10522.8095703125,113.491,1204.52001953125,10401.7197265625,113.94166666666666,7491602.0,16607097.34,8581.8725,74174.79320312501
2001-08-03,114.167,177.4,10598.02,42230.0,1214.3499755859375,10512.7802734375,114.167,1220.75,10551.1796875,114.167,1215.9300537109375,10510.009765625,113.491,1211.22998046875,10522.8095703125,114.167,7491602.0,16607097.34,8500.449829101562,73589.4619140625
2001-08-06,114.167,177.4,10598.02,42230.0,1200.47998046875,10401.3095703125,114.167,1214.3499755859375,10512.7802734375,114.167,1220.75,10551.1796875,114.167,1215.9300537109375,10510.009765625,114.167,7491602.0,16607097.34,8403.35986328125,72809.1669921875
2001-08-07,114.167,177.4,10598.02,42230.0,1204.4000244140625,10458.740234375,114.167,1200.47998046875,10401.3095703125,114.167,1214.3499755859375,10512.7802734375,114.167,1220.75,10551.1796875,114.167,7491602.0,16607097.34,8430.800170898438,73211.181640625
2001-08-08,114.167,177.4,10598.02,42230.0,1183.530029296875,10293.5,114.167,1204.4000244140625,10458.740234375,114.167,1200.47998046875,10401.3095703125,114.167,1214.3499755859375,10512.7802734375,114.167,7491602.0,16607097.34,8284.710205078125,72054.5
2001-08-09,114.167,177.4,10598.02,42230.0,1183.4300537109375,10298.5595703125,114.167,1183.530029296875,10293.5,114.167,1204.4000244140625,10458.740234375,114.167,1200.47998046875,10401.3095703125,114.167,7491602.0,16607097.34,8284.010375976562,72089.9169921875
2001-08-10,114.167,177.4,10598.02,42230.0,1190.1600341796875,10416.25,114.167,1183.4300537109375,10298.5595703125,114.167,1183.530029296875,10293.5,114.167,1204.4000244140625,10458.740234375,114.167,7491602.0,16607097.34,8331.120239257812,72913.75
2001-08-13,114.167,177.4,10598.02,42230.0,1191.2900390625,10415.91015625,114.167,1190.1600341796875,10416.25,114.167,1183.4300537109375,10298.5595703125,114.167,1183.530029296875,10293.5,114.167,7491602.0,16607097.34,8339.0302734375,72911.37109375
2001-08-14,114.167,177.4,10598.02,42230.0,1186.72998046875,10412.169921875,114.167,1191.2900390625,10415.91015625,114.167,1190.1600341796875,10416.25,114.167,1183.4300537109375,10298.5595703125,114.167,7491602.0,16607097.34,8307.10986328125,72885.189453125
2001-08-15,114.167,177.4,10598.02,42230.0,1178.02001953125,10345.9501953125,114.167,1186.72998046875,10412.169921875,114.167,1191.2900390625,10415.91015625,114.167,1190.1600341796875,10416.25,114.167,7491602.0,16607097.34,8246.14013671875,72421.6513671875
2001-08-16,114.167,177.4,10598.02,42230.0,1181.6600341796875,10392.51953125,114.167,1178.02001953125,10345.9501953125,114.167,1186.72998046875,10412.169921875,114.167,1191.2900390625,10415.91015625,114.167,7491602.0,16607097.34,8271.620239257812,72747.63671875
2001-08-17,114.167,177.4,10598.02,42230.0,1161.969970703125,10240.7802734375,114.167,1181.6600341796875,10392.51953125,114.167,1178.02001953125,10345.9501953125,114.167,1186.72998046875,10412.169921875,114.167,7491602.0,16607097.34,8040.832197265625,70866.1994921875
2001-08-20,114.167,177.4,10598.02,42230.0,1171.4100341796875,10320.0703125,114.167,1161.969970703125,10240.7802734375,114.167,1181.6600341796875,10392.51953125,114.167,1178.02001953125,10345.9501953125,114.167,7491602.0,16607097.34,8106.157436523437,71414.8865625
2001-08-21,114.167,177.4,10598.02,42230.0,1157.260009765625,10174.1396484375,114.167,1171.4100341796875,10320.0703125,114.167,1161.969970703125,10240.7802734375,114.167,1181.6600341796875,10392.51953125,114.167,7491602.0,16607097.34,8008.239267578125,70405.0463671875
2001-08-22,114.167,177.4,10598.02,42230.0,1165.31005859375,10276.900390625,114.167,1157.260009765625,10174.1396484375,114.167,1171.4100341796875,10320.0703125,114.167,1161.969970703125,10240.7802734375,114.167,7491602.0,16607097.34,8063.94560546875,71116.150703125
2001-08-23,114.167,177.4,10598.02,42230.0,1162.0899658203125,10229.150390625,114.167,1165.31005859375,10276.900390625,114.167,1157.260009765625,10174.1396484375,114.167,1171.4100341796875,10320.0703125,114.167,7491602.0,16607097.34,8041.662563476562,70785.720703125
2001-08-24,114.167,177.4,10598.02,42230.0,1184.9300537109375,10423.169921875,114.167,1162.0899658203125,10229.150390625,114.167,1165.31005859375,10276.900390625,114.167,1157.260009765625,10174.1396484375,114.167,7491602.0,16607097.34,8187.8666711425785,72024.10416015625
2001-08-27,114.167,177.4,10598.02,42230.0,1179.2099609375,10382.349609375,114.167,1184.9300537109375,10423.169921875,114.167,1162.0899658203125,10229.150390625,114.167,1165.31005859375,10276.900390625,114.167,7491602.0,16607097.34,8148.340830078125,71742.03580078125
2001-08-28,114.167,177.4,10598.02,42230.0,1161.510009765625,10222.0302734375,114.167,1179.2099609375,10382.349609375,114.167,1184.9300537109375,10423.169921875,114.167,1162.0899658203125,10229.150390625,114.167,7491602.0,16607097.34,8026.034167480469,70634.22918945312
2001-08-29,114.167,177.4,10598.02,42230.0,1148.56005859375,10090.900390625,114.167,1161.510009765625,10222.0302734375,114.167,1179.2099609375,10382.349609375,114.167,1184.9300537109375,10423.169921875,114.167,7491602.0,16607097.34,7936.550004882813,69728.12169921875
2001-08-30,114.167,177.4,10598.02,42230.0,1129.030029296875,9919.580078125,114.167,1148.56005859375,10090.900390625,114.167,1161.510009765625,10222.0302734375,114.167,1179.2099609375,10382.349609375,114.167,7491602.0,16607097.34,7801.5975024414065,68544.29833984375
2001-08-31,114.167,177.4,10598.02,42230.0,1133.5799560546875,9949.75,114.167,1129.030029296875,9919.580078125,114.167,1148.56005859375,10090.900390625,114.167,1161.510009765625,10222.0302734375,114.167,7491602.0,16607097.34,7844.373295898437,68852.27
2001-09-01,114.812,178.1,10598.02,42230.0,1133.5799560546875,9949.75,114.167,1133.5799560546875,9949.75,114.167,1129.030029296875,9919.580078125,114.167,1148.56005859375,10090.900390625,114.38199999999999,7521163.0,16554107.24,7844.373295898437,68852.27
2001-09-04,114.812,178.1,10598.02,42230.0,1132.93994140625,9997.490234375,114.812,1133.5799560546875,9949.75,114.167,1133.5799560546875,9949.75,114.167,1129.030029296875,9919.580078125,114.597,7521163.0,16554107.24,7839.94439453125,69182.632421875
2001-09-05,114.812,178.1,10598.02,42230.0,1131.739990234375,10033.26953125,114.812,1132.93994140625,9997.490234375,114.812,1133.5799560546875,9949.75,114.167,1133.5799560546875,9949.75,114.812,7521163.0,16554107.24,7831.640732421875,69430.22515625
2001-09-06,114.812,178.1,10598.02,42230.0,1106.4000244140625,9840.83984375,114.812,1131.739990234375,10033.26953125,114.812,1132.93994140625,9997.490234375,114.812,1133.5799560546875,9949.75,114.812,7521163.0,16554107.24,7656.2881689453125,68098.61171875
2001-09-07,114.812,178.1,10598.02,42230.0,1085.780029296875,9605.849609375,114.812,1106.4000244140625,9840.83984375,114.812,1131.739990234375,10033.26953125,114.812,1132.93994140625,9997.490234375,114.812,7521163.0,16554107.24,7481.024401855469,66184.30380859374
2001-09-10,114.812,178.1,10598.02,42230.0,1092.5400390625,9605.509765625,114.812,1085.780029296875,9605.849609375,114.812,1106.4000244140625,9840.83984375,114.812,1131.739990234375,10033.26953125,114.812,7521163.0,16554107.24,7527.600869140625,66181.96228515625
2001-09-14,114.812,178.1,10598.02,42230.0,1092.5400390625,9605.509765625,114.812,1092.5400390625,9605.509765625,114.812,1085.780029296875,9605.849609375,114.812,1106.4000244140625,9840.83984375,114.812,7521163.0,16554107.24,7494.82466796875,65893.7969921875
2001-09-17,114.812,178.1,10598.02,42230.0,1038.77001953125,8920.7001953125,114.812,1092.5400390625,9605.509765625,114.812,1092.5400390625,9605.509765625,114.812,1085.780029296875,9605.849609375,114.812,7521163.0,16554107.24,7125.962333984376,61196.00333984375
2001-09-18,114.812,178.1,10598.02,42230.0,1032.739990234375,8903.400390625,114.812,1038.77001953125,8920.7001953125,114.812,1092.5400390625,9605.509765625,114.812,1092.5400390625,9605.509765625,114.812,7521163.0,16554107.24,7084.596333007813,61077.3266796875
2001-09-19,114.812,178.1,10598.02,42230.0,1016.0999755859375,8759.1298828125,114.812,1032.739990234375,8903.400390625,114.812,1038.77001953125,8920.7001953125,114.812,1092.5400390625,9605.509765625,114.812,7521163.0,16554107.24,6970.445832519532,60087.63099609375
2001-09-20,114.812,178.1,10598.02,42230.0,984.5399780273438,8376.2099609375,114.812,1016.0999755859375,8759.1298828125,114.812,1032.739990234375,8903.400390625,114.812,1038.77001953125,8920.7001953125,114.812,7521163.0,16554107.24,6753.944249267578,57460.80033203125
2001-09-21,114.812,178.1,10598.02,42230.0,965.7999877929688,8235.8095703125,114.812,984.5399780273438,8376.2099609375,114.812,1016.0999755859375,8759.1298828125,114.812,1032.739990234375,8903.400390625,114.812,7521163.0,16554107.24,6567.439916992187,56003.505078124996
2001-09-24,114.812,178.1,10598.02,42230.0,1003.4500122070312,8603.8603515625,114.812,965.7999877929688,8235.8095703125,114.812,984.5399780273438,8376.2099609375,114.812,1016.0999755859375,8759.1298828125,114.812,7521163.0,16554107.24,6823.4600830078125,58506.250390625
2001-09-25,114.812,178.1,10598.02,42230.0,1012.27001953125,8659.9697265625,114.812,1003.4500122070312,8603.8603515625,114.812,965.7999877929688,8235.8095703125,114.812,984.5399780273438,8376.2099609375,114.812,7521163.0,16554107.24,6883.4361328125,58887.794140624996
2001-09-26,114.812,178.1,10598.02,42230.0,1007.0399780273438,8567.3896484375,114.812,1012.27001953125,8659.9697265625,114.812,1003.4500122070312,8603.8603515625,114.812,965.7999877929688,8235.8095703125,114.812,7521163.0,16554107.24,6847.871850585937,58258.249609375
2001-09-27,114.812,178.1,10598.02,42230.0,1018.6099853515625,8681.419921875,114.812,1007.0399780273438,8567.3896484375,114.812,1012.27001953125,8659.9697265625,114.812,1003.4500122070312,8603.8603515625,114.812,7521163.0,16554107.24,6926.547900390625,59033.655468749996
2001-09-28,114.812,178.1,10598.02,42230.0,1040.93994140625,8847.5595703125,114.812,1018.6099853515625,8681.419921875,114.812,1007.0399780273438,8567.3896484375,114.812,1012.27001953125,8659.9697265625,114.812,7521163.0,16554107.24,6995.11640625,59455.6003125
2001-10-01,115.31,177.6,10660.465,42230.0,1038.550048828125,8836.830078125,114.812,1040.93994140625,8847.5595703125,114.812,1018.6099853515625,8681.419921875,114.812,1007.0399780273438,8567.3896484375,114.978,7500048.0,16417116.1,6979.056328125,59383.498125
2001-10-02,115.31,177.6,10660.465,42230.0,1051.3299560546875,8950.58984375,115.31,1038.550048828125,8836.830078125,114.812,1040.93994140625,8847.5595703125,114.812,1018.6099853515625,8681.419921875,115.144,7500048.0,16417116.1,7064.9373046875,60147.963749999995
2001-10-03,115.31,177.6,10660.465,42230.0,1072.280029296875,9123.7802734375,115.31,1051.3299560546875,8950.58984375,115.31,1038.550048828125,8836.830078125,114.812,1040.93994140625,8847.5595703125,115.31,7500048.0,16417116.1,7205.721796875,61311.8034375
2001-10-04,115.31,177.6,10660.465,42230.0,1069.6300048828125,9060.8798828125,115.31,1072.280029296875,9123.7802734375,115.31,1051.3299560546875,8950.58984375,115.31,1038.550048828125,8836.830078125,115.31,7500048.0,16417116.1,7187.9136328125,60889.112812499996
2001-10-05,115.31,177.6,10660.465,42230.0,1071.3800048828125,9119.76953125,115.31,1069.6300048828125,9060.8798828125,115.31,1072.280029296875,9123.7802734375,115.31,1051.3299560546875,8950.58984375,115.31,7500048.0,16417116.1,7113.963232421875,60555.2696875
2001-10-08,115.31,177.6,10660.465,42230.0,1062.43994140625,9067.9404296875,115.31,1071.3800048828125,9119.76953125,115.31,1069.6300048828125,9060.8798828125,115.31,1072.280029296875,9123.7802734375,115.31,7500048.0,16417116.1,7054.6012109375,60211.124453125
2001-10-09,115.31,177.6,10660.465,42230.0,1056.75,9052.4404296875,115.31,1062.43994140625,9067.9404296875,115.31,1071.3800048828125,9119.76953125,115.31,1069.6300048828125,9060.8798828125,115.31,7500048.0,16417116.1,7016.82,60108.204453125
2001-10-10,115.31,177.6,10660.465,42230.0,1080.989990234375,9240.8603515625,115.31,1056.75,9052.4404296875,115.31,1062.43994140625,9067.9404296875,115.31,1071.3800048828125,9119.76953125,115.31,7500048.0,16417116.1,7177.77353515625,61359.312734374995
2001-10-11,115.31,177.6,10660.465,42230.0,1097.4300537109375,9410.4501953125,115.31,1080.989990234375,9240.8603515625,115.31,1056.75,9052.4404296875,115.31,1062.43994140625,9067.9404296875,115.31,7500048.0,16417116.1,7286.935556640625,62485.389296875
2001-10-12,115.31,177.6,10660.465,42230.0,1091.6500244140625,9344.16015625,115.31,1097.4300537109375,9410.4501953125,115.31,1080.989990234375,9240.8603515625,115.31,1056.75,9052.4404296875,115.31,7500048.0,16417116.1,7183.057160644531,61484.573828125
2001-10-15,115.31,177.6,10660.465,42230.0,1089.97998046875,9347.6201171875,115.31,1091.6500244140625,9344.16015625,115.31,1097.4300537109375,9410.4501953125,115.31,1080.989990234375,9240.8603515625,115.31,7500048.0,16417116.1,7172.068271484375,61507.34037109375
2001-10-16,115.31,177.6,10660.465,42230.0,1097.5400390625,9384.23046875,115.31,1089.97998046875,9347.6201171875,115.31,1091.6500244140625,9344.16015625,115.31,1097.4300537109375,9410.4501953125,115.31,7500048.0,16417116.1,7221.81345703125,61748.236484375004
2001-10-17,115.31,177.6,10660.465,42230.0,1077.0899658203125,9232.9697265625,115.31,1097.5400390625,9384.23046875,115.31,1089.97998046875,9347.6201171875,115.31,1091.6500244140625,9344.16015625,115.31,7500048.0,16417116.1,7087.251975097656,60752.94080078125
2001-10-18,115.31,177.6,10660.465,42230.0,1068.6099853515625,9163.2197265625,115.31,1077.0899658203125,9232.9697265625,115.31,1097.5400390625,9384.23046875,115.31,1089.97998046875,9347.6201171875,115.31,7500048.0,16417116.1,7031.4537036132815,60293.98580078125
2001-10-19,115.31,177.6,10660.465,42230.0,1073.47998046875,9204.1103515625,115.31,1068.6099853515625,9163.2197265625,115.31,1077.0899658203125,9232.9697265625,115.31,1097.5400390625,9384.23046875,115.31,7500048.0,16417116.1,7095.702670898438,60839.16942382813
2001-10-22,115.31,177.6,10660.465,42230.0,1089.9000244140625,9377.0302734375,115.31,1073.47998046875,9204.1103515625,115.31,1068.6099853515625,9163.2197265625,115.31,1077.0899658203125,9232.9697265625,115.31,7500048.0,16417116.1,7204.239161376953,61982.17010742188
2001-10-23,115.31,177.6,10660.465,42230.0,1084.780029296875,9340.080078125,115.31,1089.9000244140625,9377.0302734375,115.31,1073.47998046875,9204.1103515625,115.31,1068.6099853515625,9163.2197265625,115.31,7500048.0,16417116.1,7170.395993652344,61737.929316406255
2001-10-24,115.31,177.6,10660.465,42230.0,1085.199951171875,9345.6201171875,115.31,1084.780029296875,9340.080078125,115.31,1089.9000244140625,9377.0302734375,115.31,1073.47998046875,9204.1103515625,115.31,7500048.0,16417116.1,7173.171677246094,61774.54897460938
2001-10-25,115.31,177.6,10660.465,42230.0,1100.0899658203125,9462.900390625,115.31,1085.199951171875,9345.6201171875,115.31,1084.780029296875,9340.080078125,115.31,1089.9000244140625,9377.0302734375,115.31,7500048.0,16417116.1,7271.594674072266,62549.77158203125
2001-10-26,115.31,177.6,10660.465,42230.0,1104.6099853515625,9545.169921875,115.31,1100.0899658203125,9462.900390625,115.31,1085.199951171875,9345.6201171875,115.31,1084.780029296875,9340.080078125,115.31,7500048.0,16417116.1,7334.610302734374,63379.928281249995
2001-10-29,115.31,177.6,10660.465,42230.0,1078.300048828125,9269.5,115.31,1104.6099853515625,9545.169921875,115.31,1100.0899658203125,9462.900390625,115.31,1085.199951171875,9345.6201171875,115.31,7500048.0,16417116.1,7159.91232421875,61549.479999999996
2001-10-30,115.31,177.6,10660.465,42230.0,1059.7900390625,9121.98046875,115.31,1078.300048828125,9269.5,115.31,1104.6099853515625,9545.169921875,115.31,1100.0899658203125,9462.900390625,115.31,7500048.0,16417116.1,7037.005859375,60569.9503125
2001-10-31,115.31,177.6,10660.465,42230.0,1059.780029296875,9075.1396484375,115.31,1059.7900390625,9121.98046875,115.31,1078.300048828125,9269.5,115.31,1104.6099853515625,9545.169921875,115.31,7500048.0,16417116.1,7036.9393945312495,60258.927265624996
2001-11-01,115.857,177.5,10660.465,42230.0,1084.0999755859375,9263.900390625,115.31,1059.780029296875,9075.1396484375,115.31,1059.7900390625,9121.98046875,115.31,1078.300048828125,9269.5,115.49233333333332,7495825.0,17078064.93,7198.423837890625,61512.29859375
2001-11-02,115.857,177.5,10660.465,42230.0,1087.199951171875,9323.5400390625,115.857,1084.0999755859375,9263.900390625,115.31,1059.780029296875,9075.1396484375,115.31,1059.7900390625,9121.98046875,115.67466666666667,7495825.0,17078064.93,7132.0316796874995,61162.42265625
2001-11-05,115.857,177.5,10660.465,42230.0,1102.8399658203125,9441.0302734375,115.857,1087.199951171875,9323.5400390625,115.857,1084.0999755859375,9263.900390625,115.31,1059.780029296875,9075.1396484375,115.857,7495825.0,17078064.93,7234.63017578125,61933.15859375
2001-11-06,115.857,177.5,10660.465,42230.0,1118.8599853515625,9591.1201171875,115.857,1102.8399658203125,9441.0302734375,115.857,1087.199951171875,9323.5400390625,115.857,1084.0999755859375,9263.900390625,115.857,7495825.0,17078064.93,7339.721503906249,62917.747968749994
2001-11-07,115.857,177.5,10660.465,42230.0,1115.800048828125,9554.3701171875,115.857,1118.8599853515625,9591.1201171875,115.857,1102.8399658203125,9441.0302734375,115.857,1087.199951171875,9323.5400390625,115.857,7495825.0,17078064.93,7319.6483203125,62676.66796874999
2001-11-08,115.857,177.5,10660.465,42230.0,1118.5400390625,9587.51953125,115.857,1115.800048828125,9554.3701171875,115.857,1118.8599853515625,9591.1201171875,115.857,1102.8399658203125,9441.0302734375,115.857,7495825.0,17078064.93,7337.62265625,62894.128124999996
2001-11-09,115.857,177.5,10660.465,42230.0,1120.31005859375,9608.0,115.857,1118.5400390625,9587.51953125,115.857,1115.800048828125,9554.3701171875,115.857,1118.8599853515625,9591.1201171875,115.857,7495825.0,17078064.93,7225.9998779296875,61971.6
2001-11-12,115.857,177.5,10660.465,42230.0,1118.3299560546875,9554.3701171875,115.857,1120.31005859375,9608.0,115.857,1118.5400390625,9587.51953125,115.857,1115.800048828125,9554.3701171875,115.857,7495825.0,17078064.93,7213.228216552735,61625.687255859375
2001-11-13,115.857,177.5,10660.465,42230.0,1139.0899658203125,9750.9501953125,115.857,1118.3299560546875,9554.3701171875,115.857,1120.31005859375,9608.0,115.857,1118.5400390625,9587.51953125,115.857,7495825.0,17078064.93,7347.130279541016,62893.62875976563
2001-11-14,115.857,177.5,10660.465,42230.0,1141.2099609375,9823.6103515625,115.857,1139.0899658203125,9750.9501953125,115.857,1118.3299560546875,9554.3701171875,115.857,1120.31005859375,9608.0,115.857,7495825.0,17078064.93,7360.804248046875,63362.28676757812
2001-11-15,115.857,177.5,10660.465,42230.0,1142.239990234375,9872.3896484375,115.857,1141.2099609375,9823.6103515625,115.857,1139.0899658203125,9750.9501953125,115.857,1118.3299560546875,9554.3701171875,115.857,7495825.0,17078064.93,7367.447937011719,63676.91323242187
2001-11-16,115.857,177.5,10660.465,42230.0,1138.6500244140625,9866.990234375,115.857,1142.239990234375,9872.3896484375,115.857,1141.2099609375,9823.6103515625,115.857,1139.0899658203125,9750.9501953125,115.857,7495825.0,17078064.93,7412.611658935547,64234.10642578125
2001-11-19,115.857,177.5,10660.465,42230.0,1151.06005859375,9976.4599609375,115.857,1138.6500244140625,9866.990234375,115.857,1142.239990234375,9872.3896484375,115.857,1141.2099609375,9823.6103515625,115.857,7495825.0,17078064.93,7493.400981445312,64946.75434570312
2001-11-20,115.857,177.5,10660.465,42230.0,1142.6600341796875,9901.3798828125,115.857,1151.06005859375,9976.4599609375,115.857,1138.6500244140625,9866.990234375,115.857,1142.239990234375,9872.3896484375,115.857,7495825.0,17078064.93,7438.716822509766,64457.98303710937
2001-11-21,115.857,177.5,10660.465,42230.0,1137.030029296875,9834.6796875,115.857,1142.6600341796875,9901.3798828125,115.857,1151.06005859375,9976.4599609375,115.857,1138.6500244140625,9866.990234375,115.857,7495825.0,17078064.93,7402.065490722656,64023.764765625
2001-11-23,115.857,177.5,10660.465,42230.0,1150.3399658203125,9959.7099609375,115.857,1137.030029296875,9834.6796875,115.857,1142.6600341796875,9901.3798828125,115.857,1151.06005859375,9976.4599609375,115.857,7495825.0,17078064.93,7764.794769287109,67228.04223632812
2001-11-26,115.857,177.5,10660.465,42230.0,1157.4200439453125,9982.75,115.857,1150.3399658203125,9959.7099609375,115.857,1137.030029296875,9834.6796875,115.857,1142.6600341796875,9901.3798828125,115.857,7495825.0,17078064.93,7812.585296630859,67383.5625
2001-11-27,115.857,177.5,10660.465,42230.0,1149.5,9872.599609375,115.857,1157.4200439453125,9982.75,115.857,1150.3399658203125,9959.7099609375,115.857,1137.030029296875,9834.6796875,115.857,7495825.0,17078064.93,7759.125,66640.04736328125
2001-11-28,115.857,177.5,10660.465,42230.0,1128.52001953125,9711.8603515625,115.857,1149.5,9872.599609375,115.857,1157.4200439453125,9982.75,115.857,1150.3399658203125,9959.7099609375,115.857,7495825.0,17078064.93,7617.5101318359375,65555.05737304688
2001-11-29,115.857,177.5,10660.465,42230.0,1140.199951171875,9829.419921875,115.857,1128.52001953125,9711.8603515625,115.857,1149.5,9872.599609375,115.857,1157.4200439453125,9982.75,115.857,7495825.0,17078064.93,7696.349670410156,66348.58447265625
2001-11-30,115.857,177.5,10660.465,42230.0,1139.449951171875,9851.5595703125,115.857,1140.199951171875,9829.419921875,115.857,1128.52001953125,9711.8603515625,115.857,1149.5,9872.599609375,115.857,7495825.0,17078064.93,7998.938657226562,69157.94818359375
2001-12-01,116.455,177.4,10660.465,42230.0,1139.449951171875,9851.5595703125,115.857,1139.449951171875,9851.5595703125,115.857,1140.199951171875,9829.419921875,115.857,1128.52001953125,9711.8603515625,116.05633333333333,7491602.0,16715609.120000001,7998.938657226562,69157.94818359375
2001-12-03,116.455,177.4,10660.465,42230.0,1129.9000244140625,9763.9599609375,116.455,1139.449951171875,9851.5595703125,115.857,1139.449951171875,9851.5595703125,115.857,1140.199951171875,9829.419921875,116.25566666666667,7491602.0,16715609.120000001,7931.898171386718,68542.99892578124
2001-12-04,116.455,177.4,10660.465,42230.0,1144.800048828125,9893.83984375,116.455,1129.9000244140625,9763.9599609375,116.455,1139.449951171875,9851.5595703125,115.857,1139.449951171875,9851.5595703125,116.455,7491602.0,16715609.120000001,8036.496342773437,69454.75570312499
2001-12-05,116.455,177.4,10660.465,42230.0,1170.3499755859375,10114.2900390625,116.455,1144.800048828125,9893.83984375,116.455,1129.9000244140625,9763.9599609375,116.455,1139.449951171875,9851.5595703125,116.455,7491602.0,16715609.120000001,8215.856828613281,71002.31607421875
